"","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Marital_Status","Purchase"
"3670","M","18-25","12","C","0","1",770408
"4526","M","46-50","14","C","1","1",95864
"755","M","26-35","2","B","1","0",935198
"289","F","18-25","4","C","0","0",824168
"1787","M","18-25","1","B","2","0",2405964
"4384","M","46-50","7","C","1","1",139918
"2605","M","36-45","0","C","3","0",898565
"3090","M","18-25","12","B","4+","0",2335014
"2325","M","51-55","1","A","3","0",220434
"2294","M","26-35","20","C","2","0",164727
"2734","M","36-45","7","C","3","0",352927
"5686","M","26-35","0","C","4+","1",985619
"2854","M","55+","17","C","3","0",186272
"2475","M","26-35","3","B","3","0",1620167
"101","M","36-45","0","B","0","0",2418712
"3030","M","18-25","4","B","4+","0",3225955
"4111","F","26-35","20","B","1","1",1285611
"2812","M","36-45","15","C","3","0",1142042
"2963","M","26-35","14","A","4+","0",117226
"5056","F","26-35","16","C","2","1",444238
"4098","M","46-50","17","B","1","1",559688
"4979","M","36-45","7","C","2","1",602813
"5103","M","26-35","18","C","2","1",414706
"357","M","26-35","8","C","0","0",1030501
"2574","M","26-35","17","B","3","0",767837
"11","M","55+","0","A","0","0",2028794
"445","M","36-45","17","C","0","0",145525
"3175","M","36-45","0","C","4+","0",1108844
"3417","M","26-35","20","C","4+","0",137155
"1581","M","36-45","17","C","1","0",720476
"2961","F","26-35","14","A","4+","0",1099419
"384","M","18-25","12","C","0","0",260261
"3180","M","18-25","1","C","4+","0",816058
"5325","F","55+","0","C","3","1",308454
"5814","M","51-55","13","C","4+","1",552054
"3706","M","46-50","17","C","0","1",531144
"4767","M","26-35","7","B","2","1",1606174
"2256","M","18-25","17","C","2","0",1047786
"5691","F","36-45","0","C","4+","1",170480
"3867","M","46-50","17","A","1","1",423725
"1416","M","36-45","11","C","1","0",222448
"2617","F","26-35","1","C","3","0",661756
"5184","M","26-35","20","A","3","1",8699232
"2792","F","18-25","14","C","3","0",545160
"1942","F","36-45","19","B","2","0",2556686
"863","F","26-35","7","B","1","0",902677
"5102","M","26-35","18","C","2","1",935409
"5805","M","36-45","12","C","4+","1",1025231
"1261","F","36-45","4","C","1","0",1076189
"5274","M","36-45","15","B","3","1",2333547
"4757","F","26-35","6","B","2","1",152960
"165","M","36-45","11","B","0","0",407299
"2869","M","18-25","20","C","3","0",635645
"1121","F","26-35","1","C","1","0",639825
"5195","M","36-45","0","B","3","1",4697136
"2604","M","36-45","0","C","3","0",267339
"901","F","0-17","10","B","1","0",162270
"3586","F","55+","0","C","0","1",111445
"4175","M","55+","0","C","1","1",120497
"1577","F","36-45","17","C","1","0",202770
"1865","M","26-35","7","B","2","0",149703
"2200","M","26-35","12","C","2","0",223170
"644","M","51-55","14","A","1","0",1082591
"5383","F","26-35","6","C","3","1",145447
"1959","M","18-25","0","C","2","0",194569
"5289","M","36-45","17","B","3","1",2611127
"4415","M","55+","7","C","1","1",129147
"5690","M","26-35","0","C","4+","1",170412
"4963","F","26-35","7","C","2","1",484131
"5168","F","26-35","14","A","3","1",5673106
"5451","M","36-45","12","C","3","1",1316084
"3130","M","26-35","19","B","4+","0",2483182
"664","M","36-45","17","A","1","0",251032
"4895","F","46-50","1","C","2","1",362434
"3943","F","46-50","2","B","1","1",2404484
"2849","M","36-45","17","C","3","0",130572
"4254","M","36-45","3","C","1","1",280605
"3622","M","18-25","4","C","0","1",294634
"5876","M","46-50","17","C","4+","1",427374
"5674","F","51-55","20","B","4+","1",1054014
"4220","F","55+","1","C","1","1",181212
"1587","M","36-45","17","C","1","0",405540
"25","M","36-45","2","A","0","0",1590642
"3501","F","18-25","4","B","0","1",200246
"3135","M","26-35","20","B","4+","0",894439
"5332","F","36-45","1","C","3","1",254055
"1742","M","36-45","16","A","2","0",1567750
"578","M","26-35","7","A","1","0",2433544
"1713","M","26-35","7","A","2","0",377968
"5703","M","51-55","0","C","4+","1",416774
"4731","M","46-50","2","B","2","1",1059857
"2397","M","26-35","15","A","3","0",334495
"310","F","26-35","4","C","0","0",140754
"4452","M","26-35","12","C","1","1",659308
"942","M","26-35","12","B","1","0",1280515
"4053","M","26-35","14","B","1","1",2217569
"3778","M","18-25","4","A","1","1",1553229
"3803","F","26-35","7","A","1","1",1218503
"3693","M","36-45","16","C","0","1",476461
"4262","F","51-55","3","C","1","1",149200
"332","M","36-45","6","C","0","0",119092
"2590","M","0-17","0","C","3","0",130747
"1547","M","18-25","17","C","1","0",1788665
"4369","M","36-45","7","C","1","1",332844
"100","M","26-35","0","B","0","0",159666
"57","F","36-45","9","A","0","0",585767
"3660","M","26-35","8","C","0","1",1483009
"5595","M","51-55","1","B","4+","1",828476
"1729","M","18-25","12","A","2","0",973493
"2519","M","36-45","7","B","3","0",268323
"4965","M","26-35","7","C","2","1",187922
"2674","M","18-25","4","C","3","0",342545
"754","M","26-35","2","B","1","0",3941757
"992","M","26-35","17","B","1","0",1533936
"4666","F","51-55","6","A","2","1",165827
"3323","F","18-25","10","C","4+","0",46070
"5812","F","51-55","13","C","4+","1",754330
"4095","M","46-50","17","B","1","1",523628
"1887","M","26-35","10","B","2","0",208002
"2390","M","26-35","14","A","3","0",3665930
"84","M","26-35","19","A","0","0",4836540
"181","M","26-35","14","B","0","0",1399364
"2724","F","36-45","7","C","3","0",260985
"1822","F","18-25","4","B","2","0",2054215
"4279","M","18-25","4","C","1","1",613749
"1434","M","26-35","12","C","1","0",158493
"3053","M","26-35","4","B","4+","0",2307401
"201","M","46-50","17","B","0","0",673632
"3034","M","18-25","4","B","4+","0",4171901
"1202","F","18-25","4","C","1","0",706941
"4184","M","26-35","1","C","1","1",1197602
"1902","M","36-45","12","B","2","0",156499
"3239","M","18-25","4","C","4+","0",195522
"1086","F","36-45","0","C","1","0",90970
"5212","M","55+","1","B","3","1",3279932
"3472","M","36-45","20","A","0","1",1982623
"3121","M","26-35","17","B","4+","0",172540
"4037","M","26-35","12","B","1","1",1177409
"5206","F","26-35","1","B","3","1",1467215
"4086","M","26-35","17","B","1","1",1610370
"5591","F","26-35","1","B","4+","1",3537756
"5539","M","36-45","3","A","4+","1",6511302
"2000","M","36-45","1","C","2","0",479513
"5582","M","26-35","0","B","4+","1",1902709
"1670","M","36-45","2","A","2","0",2315903
"1128","M","26-35","1","C","1","0",689039
"3547","M","55+","15","B","0","1",1093139
"2459","F","26-35","2","B","3","0",3237650
"5616","F","51-55","6","B","4+","1",64638
"3858","M","51-55","16","A","1","1",1247392
"116","F","36-45","2","B","0","0",216145
"2645","M","26-35","3","C","3","0",209102
"790","M","18-25","4","B","1","0",1091925
"379","M","26-35","11","C","0","0",191972
"5003","F","36-45","9","C","2","1",61364
"807","M","18-25","4","B","1","0",867889
"5247","M","51-55","7","B","3","1",2655977
"4959","M","18-25","7","C","2","1",447084
"1823","F","18-25","4","B","2","0",1254478
"4822","M","46-50","15","B","2","1",289282
"2533","M","18-25","12","B","3","0",1104178
"620","M","26-35","12","A","1","0",2940570
"3250","M","18-25","4","C","4+","0",1080812
"3529","F","46-50","7","B","0","1",1124413
"4387","M","46-50","7","C","1","1",606964
"5156","M","51-55","6","A","3","1",163914
"358","F","36-45","9","C","0","0",150003
"1623","M","26-35","20","C","1","0",212293
"1245","F","26-35","4","C","1","0",370357
"3040","M","18-25","4","B","4+","0",654204
"2236","M","36-45","15","C","2","0",261590
"1049","F","18-25","0","C","1","0",266795
"5498","M","26-35","17","C","3","1",818014
"953","M","46-50","12","B","1","0",111472
"2261","M","26-35","17","C","2","0",178916
"383","M","18-25","12","C","0","0",735376
"2781","M","26-35","12","C","3","0",160336
"3392","M","36-45","17","C","4+","0",472996
